0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-06 6.283185e-05 1.000000e-06 -6.283185e-02 1.000000e-06 6.283185e-05 
2.000000e-06 1.256637e-04 2.000000e-06 -1.256637e-01 2.000000e-06 1.256637e-04 
4.000000e-06 2.513271e-04 4.000000e-06 -2.513271e-01 4.000000e-06 2.513271e-04 
8.000000e-06 5.026527e-04 8.000000e-06 -5.026527e-01 8.000000e-06 5.026527e-04 
1.600000e-05 1.005293e-03 1.600000e-05 -1.005293e+00 1.600000e-05 1.005293e-03 
3.200000e-05 2.010484e-03 3.200000e-05 -2.010484e+00 3.200000e-05 2.010484e-03 
6.400000e-05 4.020155e-03 6.400000e-05 -4.020155e+00 6.400000e-05 4.020155e-03 
1.280000e-04 8.033810e-03 1.280000e-04 -8.033810e+00 1.280000e-04 8.033810e-03 
2.280000e-04 1.427671e-02 2.280000e-04 -1.427671e+01 2.280000e-04 1.427671e-02 
3.280000e-04 2.046327e-02 3.280000e-04 -2.046327e+01 3.280000e-04 2.046327e-02 
4.280000e-04 2.656907e-02 4.280000e-04 -2.656907e+01 4.280000e-04 2.656907e-02 
5.280000e-04 3.257002e-02 5.280000e-04 -3.257002e+01 5.280000e-04 3.257002e-02 
6.280000e-04 3.844242e-02 6.280000e-04 -3.844242e+01 6.280000e-04 3.844242e-02 
7.280000e-04 4.416311e-02 7.280000e-04 -4.416311e+01 7.280000e-04 4.416311e-02 
8.280000e-04 4.970951e-02 8.280000e-04 -4.970951e+01 8.280000e-04 4.970951e-02 
9.280000e-04 5.505973e-02 9.280000e-04 -5.505973e+01 9.280000e-04 5.505973e-02 
1.028000e-03 6.019265e-02 1.028000e-03 -6.019265e+01 1.028000e-03 6.019265e-02 
1.128000e-03 6.508802e-02 1.128000e-03 -6.508802e+01 1.128000e-03 6.508802e-02 
1.228000e-03 6.972652e-02 1.228000e-03 -6.972652e+01 1.228000e-03 6.972652e-02 
1.328000e-03 7.408984e-02 1.328000e-03 -7.408984e+01 1.328000e-03 7.408984e-02 
1.428000e-03 7.816076e-02 1.428000e-03 -7.816076e+01 1.428000e-03 7.816076e-02 
1.528000e-03 8.192321e-02 1.528000e-03 -8.192321e+01 1.528000e-03 8.192321e-02 
1.628000e-03 8.536235e-02 1.628000e-03 -8.536235e+01 1.628000e-03 8.536235e-02 
1.728000e-03 8.846461e-02 1.728000e-03 -8.846461e+01 1.728000e-03 8.846461e-02 
1.828000e-03 9.121773e-02 1.828000e-03 -9.121773e+01 1.828000e-03 9.121773e-02 
1.928000e-03 9.361087e-02 1.928000e-03 -9.361087e+01 1.928000e-03 9.361087e-02 
2.028000e-03 9.563456e-02 2.028000e-03 -9.563456e+01 2.028000e-03 9.563456e-02 
2.128000e-03 9.728082e-02 2.128000e-03 -9.728082e+01 2.128000e-03 9.728082e-02 
2.228000e-03 9.854317e-02 2.228000e-03 -9.854317e+01 2.228000e-03 9.854317e-02 
2.328000e-03 9.941660e-02 2.328000e-03 -9.941660e+01 2.328000e-03 9.941660e-02 
2.428000e-03 9.989769e-02 2.428000e-03 -9.989769e+01 2.428000e-03 9.989769e-02 
2.528000e-03 9.998452e-02 2.528000e-03 -9.998452e+01 2.528000e-03 9.998452e-02 
2.628000e-03 9.967677e-02 2.628000e-03 -9.967677e+01 2.628000e-03 9.967677e-02 
2.728000e-03 9.897563e-02 2.728000e-03 -9.897563e+01 2.728000e-03 9.897563e-02 
2.828000e-03 9.788388e-02 2.828000e-03 -9.788388e+01 2.828000e-03 9.788388e-02 
2.928000e-03 9.640583e-02 2.928000e-03 -9.640583e+01 2.928000e-03 9.640583e-02 
3.028000e-03 9.454731e-02 3.028000e-03 -9.454731e+01 3.028000e-03 9.454731e-02 
3.128000e-03 9.231566e-02 3.128000e-03 -9.231566e+01 3.128000e-03 9.231566e-02 
3.228000e-03 8.971967e-02 3.228000e-03 -8.971967e+01 3.228000e-03 8.971967e-02 
3.328000e-03 8.676961e-02 3.328000e-03 -8.676961e+01 3.328000e-03 8.676961e-02 
3.428000e-03 8.347710e-02 3.428000e-03 -8.347710e+01 3.428000e-03 8.347710e-02 
3.528000e-03 7.985515e-02 3.528000e-03 -7.985515e+01 3.528000e-03 7.985515e-02 
3.628000e-03 7.591804e-02 3.628000e-03 -7.591804e+01 3.628000e-03 7.591804e-02 
3.728000e-03 7.168133e-02 3.728000e-03 -7.168133e+01 3.728000e-03 7.168133e-02 
3.828000e-03 6.716171e-02 3.828000e-03 -6.716171e+01 3.828000e-03 6.716171e-02 
3.928000e-03 6.237705e-02 3.928000e-03 -6.237705e+01 3.928000e-03 6.237705e-02 
4.028000e-03 5.734621e-02 4.028000e-03 -5.734621e+01 4.028000e-03 5.734621e-02 
4.128000e-03 5.208904e-02 4.128000e-03 -5.208904e+01 4.128000e-03 5.208904e-02 
